Algeria,2012,100
,2012,100
,2011,100
Angola,2010,74
,2011,100
,2012,99
Benin,2010,-
,2011,63
,2012,-
Botswana,2010,100
,2011,100
,2012,100
Burkina Faso,2010,100
,2011,100
,2012,100
Burundi,2010,100
,2011,100
,2012,100
Cabo Verde,2010,100
,2011,-
,2012,70
Cameroon,2010,15
,2011,29
,2012,21
Central African Republic,2010,-
,2011,-
,2012,-
Chad,2010,9
,2011,4
,2012,-
Comoros,2010,100
,2011,74
,2012,-
Congo,2010,-
,2011,8
,2012,14
Cote d'Ivoire,2010,34
,2011,56
,2012,-
Democratic Republic of the Congo,2010,61
,2011,89
,2012,68
Equatorial Guinea,2010,67
,2011,13
,2012,22
Eritrea,2010,100
,2011,100
,2012,100
Ethiopia,2010,100
,2011,100
,2012,100
Gabon,2010,8
,2011,-
,2012,-
Gambia,2010,88
,2011,100
,2012,93
Ghana,2010,88
,2011,100
,2012,60
Guinea,2010,20
,2011,21
,2012,21
Guinea-Bissau,2010,-
,2011,-
,2012,-
Kenya,2010,100
,2011,-
,2012,100
Liberia,2010,-
,2011,100
,2012,100
Madagascar,2010,64
,2011,31
,2012,100
Malawi,2010,100
,2011,100
,2012,100
Mali,2010,9
,2011,50
,2012,100
Mauritania,2010,20
,2011,10
,2012,-
Mozambique,2010,96
,2011,100
,2012,72
Namibia,2010,100
,2011,100
,2012,100
Niger,2010,52
,2011,73
,2012,74
Nigeria,2010,20
,2011,16
,2012,27
Rwanda,2010,100
,2011,48
,2012,95
Sao Tome and Principe,2010,100
,2011,100
,2012,100
Senegal,2010,26
,2011,19
,2012,19
Sierra Leone,2010,100
,2011,100
,2012,100
South Africa,2010,-
,2011,77
,2012,57
Swaziland,2010,100
,2011,100
,2012,47
Togo,2010,-
,2011,39
,2012,52
Uganda,2010,-
,2011,100
,2012,100
United Republic of Tanzania,2010,100
,2011,100
,2012,100
Zambia,2010,100
,2011,100
,2012,100
Zimbabwe,2010,100
,2011,100
,2012,100
Argentina,2010,100
,2011,100
,2012,100
Belize,2010,100
,2011,100
,2012,100
Bolivia (Plurinational State of),2010,100
,2011,100
,2012,100
Brazil,2010,100
,2011,100
,2012,100
Colombia,2010,100
,2011,100
,2012,100
Costa Rica,2010,100
,2011,100
,2012,100
Dominican Republic,2010,100
,2011,100
,2012,99
Ecuador,2010,100
,2011,100
,2012,100
El Salvador,2010,100
,2011,100
,2012,100
"French Guiana, France",2010,-
,2011,-
,2012,-
Guatemala,2010,-
,2011,100
,2012,100
Guyana,2010,100
,2011,100
,2012,100
Haiti,2010,100
,2011,100
,2012,100
Honduras,2010,100
,2011,100
,2012,100
Mexico,2010,100
,2011,100
,2012,100
Nicaragua,2010,100
,2011,100
,2012,100
Panama,2010,100
,2011,100
,2012,100
Paraguay,2010,100
,2011,100
,2012,100
Peru,2010,-
,2011,-
,2012,-
Suriname,2010,-
,2011,-
,2012,-
Venezuela (Bolivarian Republic of),2010,95
,2011,-
,2012,-
Afghanistan,2010,-
,2011,-
,2012,-
Djibouti,2010,-
,2011,-
,2012,-
Iran (Islamic Republic of),2010,100
,2011,100
,2012,100
Pakistan,2010,-
,2011,-
,2012,65
Saudi Arabia,2010,100
,2011,100
,2012,100
Somalia,2010,26
,2011,-
,2012,3
South Sudan3,2010,-
,2011,-
,2012,100
Sudan,2010,61
,2011,64
,2012,65
Yemen,2010,60
,2011,100
,2012,70
Azerbaijan,2010,100
,2011,100
,2012,100
Kyrgyzstan,2010,100
,2011,100
,2012,100
Tajikistan,2010,100
,2011,100
,2012,100
Turkey,2010,100
,2011,100
,2012,100
Uzbekistan,2010,100
,2011,100
,2012,100
Bangladesh,2010,75
,2011,100
,2012,100
Bhutan,2010,100
,2011,53
,2012,100
Democratic People's Republic of Korea,2010,100
,2011,100
,2012,100
India,2010,100
,2011,100
,2012,100
Indonesia,2010,27
,2011,16
,2012,13
Myanmar,2010,31
,2011,96
,2012,78
Nepal,2010,100
,2011,91
,2012,100
Sri Lanka,2010,100
,2011,100
,2012,100
Thailand,2010,100
,2011,100
,2012,100
Timor-Leste,2010,33
,2011,54
,2012,100
Cambodia,2010,100
,2011,100
,2012,100
China,2010,-
,2011,-
,2012,-
Lao People's Democratic Republic,2010,100
,2011,100
,2012,100
Malaysia,2010,100
,2011,100
,2012,100
Papua New Guinea,2010,-
,2011,-
,2012,-
Philippines,2010,100
,2011,100
,2012,100
Republic of Korea,2010,67
,2011,70
,2012,71
Solomon Islands,2010,100
,2011,100
,2012,100
Vanuatu,2010,100
,2011,-
,2012,99
Viet Nam,2010,100
,2011,100
,2012,100
,,
,,
,,
,,
,,
